0	0
0.1	0
0.581	363.70515
0.677	322.88738
1.173	215.63869
1.423	188.42194
1.673	168.44249
1.923	152.86809
2.173	140.1729
2.423	129.46558
2.673	120.1873
2.923	111.97962
3.423	97.88278
3.923	86.00803
4.423	75.77603
4.923	66.87375
5.423	59.10496
5.923	52.32672
6.423	46.41896
7.423	36.80794
7.923	32.92006
8.423	29.53794
9.423	24.02495
11.423	16.57678
12.873	13.09943
17.873	6.8983
22.873	4.27599
27.873	2.87019
32.873	2.01318
37.873	1.45437
42.873	1.0748
47.873	0.80925
52.873	0.61901
67.873	0.29907
87.873	0.13102
105	0.07
