50mtorr_70W
Integration time [ms]: 2000,000
Averaging Nr. [scans]: 5
Smoothing Nr. [pixels]: 1
Data measured with spectrometer [name]: 1004019U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 544,55;  664,467;    0,000;    0,000
 544,62;  724,867;    0,000;    0,000
 544,69;  794,667;    0,000;    0,000
 544,76;  881,667;    0,000;    0,000
 544,83;  693,133;    0,000;    0,000
 544,91;  723,667;    0,000;    0,000
 544,98;  883,600;    0,000;    0,000
 545,05;  989,133;    0,000;    0,000
 545,12;  739,933;    0,000;    0,000
 545,19;  571,800;    0,000;    0,000
 545,26;  583,467;    0,000;    0,000
 545,34;  559,200;    0,000;    0,000
 545,41;  449,533;    0,000;    0,000
 545,48;  480,533;    0,000;    0,000
 545,55;  709,867;    0,000;    0,000
 545,62;  731,667;    0,000;    0,000
 545,69;  554,000;    0,000;    0,000
 545,77;  516,933;    0,000;    0,000
 545,84;  784,067;    0,000;    0,000
 545,91; 1093,333;    0,000;    0,000
 545,98;  949,667;    0,000;    0,000
 546,05;  836,267;    0,000;    0,000
 546,12;  489,533;    0,000;    0,000
 546,20;  513,467;    0,000;    0,000
 546,27;  309,200;    0,000;    0,000
 546,34;  422,867;    0,000;    0,000
 546,41;  419,600;    0,000;    0,000
 546,48;  420,400;    0,000;    0,000
 546,55;  365,533;    0,000;    0,000
 546,63;  434,333;    0,000;    0,000
 546,70;  537,333;    0,000;    0,000
 546,77;  576,000;    0,000;    0,000
 546,84;  582,467;    0,000;    0,000
 546,91;  727,867;    0,000;    0,000
 546,98;  681,333;    0,000;    0,000
 547,06;  722,867;    0,000;    0,000
 547,13;  794,400;    0,000;    0,000
 547,20;  900,200;    0,000;    0,000
 547,27;  956,800;    0,000;    0,000
 547,34;  516,867;    0,000;    0,000
 547,41;  288,533;    0,000;    0,000
 547,48;  119,933;    0,000;    0,000
 547,56;  483,133;    0,000;    0,000
 547,63;  590,533;    0,000;    0,000
 547,70;  410,200;    0,000;    0,000
 547,77;  200,000;    0,000;    0,000
 547,84;  195,333;    0,000;    0,000
 547,91;  349,933;    0,000;    0,000
 547,99;  377,067;    0,000;    0,000
 548,06;  422,333;    0,000;    0,000
 548,13;  526,667;    0,000;    0,000
 548,20;  516,000;    0,000;    0,000
 548,27;  410,400;    0,000;    0,000
 548,34;  369,200;    0,000;    0,000
 548,41;  466,267;    0,000;    0,000
 548,49;  579,400;    0,000;    0,000
 548,56;  495,200;    0,000;    0,000
 548,63;  453,533;    0,000;    0,000
 548,70;  549,333;    0,000;    0,000
 548,77;  507,733;    0,000;    0,000
 548,84;  454,333;    0,000;    0,000
 548,91;  575,867;    0,000;    0,000
 548,99;  969,800;    0,000;    0,000
 549,06;  965,467;    0,000;    0,000
 549,13;  735,333;    0,000;    0,000
 549,20;  542,467;    0,000;    0,000
 549,27;  530,800;    0,000;    0,000
 549,34;  546,533;    0,000;    0,000
 549,41;  579,733;    0,000;    0,000
 549,49;  755,800;    0,000;    0,000
 549,56;  801,467;    0,000;    0,000
 549,63;  654,933;    0,000;    0,000
 549,70;  471,400;    0,000;    0,000
 549,77;  633,800;    0,000;    0,000
 549,84;  759,533;    0,000;    0,000
 549,91; 1081,267;    0,000;    0,000
 549,99;  908,667;    0,000;    0,000
 550,06;  940,667;    0,000;    0,000
 550,13;  663,333;    0,000;    0,000
 550,20;  738,533;    0,000;    0,000
 550,27;  913,933;    0,000;    0,000
 550,34; 1214,467;    0,000;    0,000
 550,41; 1335,600;    0,000;    0,000
 550,49; 1186,333;    0,000;    0,000
 550,56; 1035,933;    0,000;    0,000
 550,63;  887,867;    0,000;    0,000
 550,70;  877,600;    0,000;    0,000
 550,77;  848,600;    0,000;    0,000
 550,84;  800,267;    0,000;    0,000
 550,91;  929,800;    0,000;    0,000
 550,98;  888,733;    0,000;    0,000
 551,06; 1106,800;    0,000;    0,000
 551,13; 1119,467;    0,000;    0,000
 551,20; 1261,000;    0,000;    0,000
 551,27; 1056,267;    0,000;    0,000
 551,34; 1041,067;    0,000;    0,000
 551,41; 1001,400;    0,000;    0,000
 551,48; 1175,400;    0,000;    0,000
 551,55; 1262,067;    0,000;    0,000
 551,63; 1300,000;    0,000;    0,000
 551,70; 1092,867;    0,000;    0,000
 551,77;  905,933;    0,000;    0,000
 551,84;  990,733;    0,000;    0,000
 551,91; 1404,933;    0,000;    0,000
 551,98; 1530,400;    0,000;    0,000
 552,05; 1498,067;    0,000;    0,000
 552,12; 1479,333;    0,000;    0,000
 552,20; 1487,400;    0,000;    0,000
 552,27; 1395,267;    0,000;    0,000
 552,34; 1393,133;    0,000;    0,000
 552,41; 1488,000;    0,000;    0,000
 552,48; 1493,467;    0,000;    0,000
 552,55; 1333,333;    0,000;    0,000
 552,62; 1450,867;    0,000;    0,000
 552,69; 1727,533;    0,000;    0,000
 552,77; 1979,267;    0,000;    0,000
 552,84; 1765,600;    0,000;    0,000
 552,91; 1856,600;    0,000;    0,000
 552,98; 2056,267;    0,000;    0,000
 553,05; 2262,533;    0,000;    0,000
 553,12; 2193,933;    0,000;    0,000
 553,19; 2001,733;    0,000;    0,000
 553,26; 2061,733;    0,000;    0,000
 553,33; 2031,000;    0,000;    0,000
 553,41; 1814,333;    0,000;    0,000
 553,48; 1954,400;    0,000;    0,000
 553,55; 2126,067;    0,000;    0,000
 553,62; 2479,800;    0,000;    0,000
 553,69; 2117,467;    0,000;    0,000
 553,76; 2381,600;    0,000;    0,000
 553,83; 2559,333;    0,000;    0,000
 553,90; 2843,600;    0,000;    0,000
 553,97; 2261,267;    0,000;    0,000
 554,05; 2166,400;    0,000;    0,000
 554,12; 2548,067;    0,000;    0,000
 554,19; 3057,733;    0,000;    0,000
 554,26; 2805,000;    0,000;    0,000
 554,33; 2862,133;    0,000;    0,000
 554,40; 3511,000;    0,000;    0,000
 554,47; 4208,067;    0,000;    0,000
 554,54; 3890,067;    0,000;    0,000
 554,61; 3362,867;    0,000;    0,000
 554,69; 3388,000;    0,000;    0,000
 554,76; 3705,933;    0,000;    0,000
 554,83; 3987,467;    0,000;    0,000
 554,90; 4020,733;    0,000;    0,000
 554,97; 4236,200;    0,000;    0,000
 555,04; 4678,600;    0,000;    0,000
 555,11; 4924,400;    0,000;    0,000
 555,18; 4826,200;    0,000;    0,000
 555,25; 4267,867;    0,000;    0,000
 555,32; 4434,533;    0,000;    0,000
 555,40; 4381,000;    0,000;    0,000
 555,47; 4443,133;    0,000;    0,000
 555,54; 3824,067;    0,000;    0,000
 555,61; 3558,067;    0,000;    0,000
 555,68; 3747,400;    0,000;    0,000
 555,75; 4850,667;    0,000;    0,000
 555,82; 5638,600;    0,000;    0,000
 555,89; 5671,467;    0,000;    0,000
 555,96; 5195,933;    0,000;    0,000
 556,03; 5449,533;    0,000;    0,000
 556,10; 5389,533;    0,000;    0,000
 556,18; 4697,933;    0,000;    0,000
 556,25; 4364,467;    0,000;    0,000
 556,32; 4778,067;    0,000;    0,000
 556,39; 4908,333;    0,000;    0,000
 556,46; 5068,533;    0,000;    0,000
 556,53; 5515,200;    0,000;    0,000
 556,60; 6552,533;    0,000;    0,000
 556,67; 7068,733;    0,000;    0,000
 556,74; 6757,267;    0,000;    0,000
 556,81; 6499,933;    0,000;    0,000
 556,88; 8045,933;    0,000;    0,000
 556,96; 8446,267;    0,000;    0,000
 557,03; 8730,000;    0,000;    0,000
 557,10; 7078,467;    0,000;    0,000
 557,17; 6643,000;    0,000;    0,000
 557,24; 6708,133;    0,000;    0,000
 557,31; 6479,067;    0,000;    0,000
 557,38; 6616,667;    0,000;    0,000
 557,45; 6689,467;    0,000;    0,000
 557,52; 7696,333;    0,000;    0,000
 557,59; 8670,866;    0,000;    0,000
 557,66; 9238,333;    0,000;    0,000
 557,73; 8253,934;    0,000;    0,000
 557,81; 8148,267;    0,000;    0,000
 557,88;10485,667;    0,000;    0,000
 557,95;12024,667;    0,000;    0,000
 558,02;11504,000;    0,000;    0,000
 558,09; 9304,600;    0,000;    0,000
 558,16; 9277,066;    0,000;    0,000
 558,23;10110,200;    0,000;    0,000
 558,30;11412,800;    0,000;    0,000
 558,37;11783,267;    0,000;    0,000
 558,44;12537,134;    0,000;    0,000
 558,51;12870,733;    0,000;    0,000
 558,58;14723,733;    0,000;    0,000
 558,65;14832,667;    0,000;    0,000
 558,73;12209,333;    0,000;    0,000
 558,80; 8806,800;    0,000;    0,000
 558,87; 6582,933;    0,000;    0,000
 558,94; 7077,133;    0,000;    0,000
 559,01; 7548,067;    0,000;    0,000
 559,08; 8109,000;    0,000;    0,000
 559,15; 8411,600;    0,000;    0,000
 559,22; 9694,333;    0,000;    0,000
 559,29;10948,200;    0,000;    0,000
 559,36;11079,000;    0,000;    0,000
 559,43;10930,333;    0,000;    0,000
 559,50; 9597,400;    0,000;    0,000
 559,57; 8589,134;    0,000;    0,000
 559,64; 6979,733;    0,000;    0,000
 559,71; 7421,000;    0,000;    0,000
 559,79; 8503,667;    0,000;    0,000
 559,86; 8125,067;    0,000;    0,000
 559,93; 6653,400;    0,000;    0,000
 560,00; 5337,400;    0,000;    0,000
 560,07; 6239,533;    0,000;    0,000
 560,14; 8191,733;    0,000;    0,000
 560,21; 9853,800;    0,000;    0,000
 560,28;10657,333;    0,000;    0,000
 560,35;10292,533;    0,000;    0,000
 560,42; 9187,667;    0,000;    0,000
 560,49; 6871,267;    0,000;    0,000
 560,56; 5376,267;    0,000;    0,000
 560,63; 5440,733;    0,000;    0,000
 560,70; 6287,867;    0,000;    0,000
 560,77; 6413,600;    0,000;    0,000
 560,84; 5500,067;    0,000;    0,000
 560,91; 5099,933;    0,000;    0,000
 560,99; 5908,733;    0,000;    0,000
 561,06; 7722,400;    0,000;    0,000
 561,13; 8143,800;    0,000;    0,000
 561,20; 8450,866;    0,000;    0,000
 561,27; 7599,400;    0,000;    0,000
 561,34; 8237,866;    0,000;    0,000
 561,41; 8921,267;    0,000;    0,000
 561,48; 7714,400;    0,000;    0,000
 561,55; 5516,200;    0,000;    0,000
 561,62; 3470,600;    0,000;    0,000
 561,69; 4428,133;    0,000;    0,000
 561,76; 5372,400;    0,000;    0,000
 561,83; 5425,733;    0,000;    0,000
 561,90; 5541,867;    0,000;    0,000
 561,97; 6520,200;    0,000;    0,000
 562,04; 8562,600;    0,000;    0,000
 562,11; 9119,267;    0,000;    0,000
 562,18; 7564,800;    0,000;    0,000
 562,25; 5326,133;    0,000;    0,000
 562,32; 4449,600;    0,000;    0,000
 562,40; 4280,200;    0,000;    0,000
 562,47; 4417,533;    0,000;    0,000
 562,54; 3824,533;    0,000;    0,000
 562,61; 4362,067;    0,000;    0,000
 562,68; 4396,467;    0,000;    0,000
 562,75; 4047,067;    0,000;    0,000
 562,82; 3800,133;    0,000;    0,000
 562,89; 3819,800;    0,000;    0,000
 562,96; 4803,133;    0,000;    0,000
 563,03; 6563,400;    0,000;    0,000
 563,10; 6487,067;    0,000;    0,000
 563,17; 4864,533;    0,000;    0,000
 563,24; 2164,733;    0,000;    0,000
 563,31; 1192,867;    0,000;    0,000
 563,38; 1112,800;    0,000;    0,000
 563,45; 1096,000;    0,000;    0,000
 563,52; 1092,133;    0,000;    0,000
 563,59;  855,800;    0,000;    0,000
 563,66; 1019,467;    0,000;    0,000
 563,73; 1164,867;    0,000;    0,000
 563,80; 1591,733;    0,000;    0,000
 563,87; 1344,867;    0,000;    0,000
 563,94; 1214,933;    0,000;    0,000
 564,01; 1040,733;    0,000;    0,000
 564,08; 1015,000;    0,000;    0,000
 564,15;  725,067;    0,000;    0,000
 564,22;  447,400;    0,000;    0,000
 564,30;  396,133;    0,000;    0,000
 564,37;  508,267;    0,000;    0,000
 564,44;  569,067;    0,000;    0,000
 564,51;  580,800;    0,000;    0,000
 564,58;  549,533;    0,000;    0,000
 564,65;  505,333;    0,000;    0,000
 564,72;  564,733;    0,000;    0,000
 564,79;  917,133;    0,000;    0,000
 564,86; 1191,267;    0,000;    0,000
 564,93; 1315,800;    0,000;    0,000
 565,00;  873,533;    0,000;    0,000
 565,07;  776,933;    0,000;    0,000
 565,14;  654,333;    0,000;    0,000
 565,21;  655,000;    0,000;    0,000
 565,28;  464,733;    0,000;    0,000
 565,35;  381,733;    0,000;    0,000
 565,42;  463,533;    0,000;    0,000
 565,49;  459,467;    0,000;    0,000
 565,56;  609,000;    0,000;    0,000
 565,63;  604,733;    0,000;    0,000
 565,70;  639,600;    0,000;    0,000
 565,77;  599,400;    0,000;    0,000
 565,84;  564,733;    0,000;    0,000
 565,91;  580,200;    0,000;    0,000
 565,98;  562,067;    0,000;    0,000
 566,05;  454,333;    0,000;    0,000
 566,12;  412,067;    0,000;    0,000
 566,19;  355,267;    0,000;    0,000
 566,26;  477,000;    0,000;    0,000
 566,33;  550,733;    0,000;    0,000
 566,40;  563,800;    0,000;    0,000
 566,47;  621,933;    0,000;    0,000
 566,54;  606,267;    0,000;    0,000
 566,61;  783,333;    0,000;    0,000
 566,68;  682,267;    0,000;    0,000
 566,75;  633,267;    0,000;    0,000
 566,82;  498,600;    0,000;    0,000
 566,89;  488,000;    0,000;    0,000
 566,96;  304,533;    0,000;    0,000
 567,03;  195,867;    0,000;    0,000
 567,10;  142,333;    0,000;    0,000
 567,17;  288,200;    0,000;    0,000
 567,24;  229,600;    0,000;    0,000
 567,31;  377,267;    0,000;    0,000
 567,38;  307,867;    0,000;    0,000
 567,45;  362,800;    0,000;    0,000
 567,52;  204,400;    0,000;    0,000
 567,59;  308,733;    0,000;    0,000
 567,66;  404,133;    0,000;    0,000
 567,73;  562,200;    0,000;    0,000
 567,80;  513,200;    0,000;    0,000
 567,87;  537,933;    0,000;    0,000
 567,94;  704,133;    0,000;    0,000
 568,01;  944,600;    0,000;    0,000
 568,08; 1057,933;    0,000;    0,000
 568,15; 1028,533;    0,000;    0,000
 568,22;  824,333;    0,000;    0,000
 568,29;  754,667;    0,000;    0,000
 568,36;  689,133;    0,000;    0,000
 568,43;  827,933;    0,000;    0,000
 568,50;  897,133;    0,000;    0,000
 568,57;  834,133;    0,000;    0,000
 568,64;  661,000;    0,000;    0,000
 568,71;  585,600;    0,000;    0,000
 568,78;  678,400;    0,000;    0,000
 568,85;  934,200;    0,000;    0,000
 568,92;  925,000;    0,000;    0,000
 568,99;  916,200;    0,000;    0,000
 569,06;  781,667;    0,000;    0,000
 569,13;  737,600;    0,000;    0,000
 569,20;  572,133;    0,000;    0,000
 569,27;  530,933;    0,000;    0,000
 569,34;  683,000;    0,000;    0,000
 569,41;  839,733;    0,000;    0,000
 569,48;  884,200;    0,000;    0,000
 569,55;  899,067;    0,000;    0,000
 569,62;  869,867;    0,000;    0,000
 569,69;  855,000;    0,000;    0,000
 569,76;  644,933;    0,000;    0,000
 569,83;  712,133;    0,000;    0,000
 569,90;  612,200;    0,000;    0,000
 569,97;  602,733;    0,000;    0,000
 570,04;  432,867;    0,000;    0,000
 570,11;  472,267;    0,000;    0,000
 570,18;  475,467;    0,000;    0,000
 570,25;  506,000;    0,000;    0,000
 570,32;  378,800;    0,000;    0,000
 570,39;  443,533;    0,000;    0,000
 570,46;  463,667;    0,000;    0,000
 570,53;  534,933;    0,000;    0,000
 570,60;  494,933;    0,000;    0,000
 570,67;  526,933;    0,000;    0,000
 570,74;  632,333;    0,000;    0,000
 570,81;  605,067;    0,000;    0,000
 570,88;  495,267;    0,000;    0,000
 570,95;  521,400;    0,000;    0,000
 571,02;  503,267;    0,000;    0,000
 571,09;  448,667;    0,000;    0,000
 571,16;  164,133;    0,000;    0,000
 571,23;  262,200;    0,000;    0,000
 571,30;  302,533;    0,000;    0,000
 571,37;  420,333;    0,000;    0,000
 571,44;  335,200;    0,000;    0,000
 571,51;  437,733;    0,000;    0,000
 571,58;  453,800;    0,000;    0,000
 571,65;  539,867;    0,000;    0,000
 571,72;  563,267;    0,000;    0,000
 571,79;  897,867;    0,000;    0,000
 571,86;  900,400;    0,000;    0,000
 571,92;  762,133;    0,000;    0,000
 571,99;  469,800;    0,000;    0,000
 572,06;  452,333;    0,000;    0,000
 572,13;  605,000;    0,000;    0,000
 572,20;  525,467;    0,000;    0,000
 572,27;  379,267;    0,000;    0,000
 572,34;  311,667;    0,000;    0,000
 572,41;  387,800;    0,000;    0,000
 572,48;  591,533;    0,000;    0,000
 572,55;  728,067;    0,000;    0,000
 572,62;  854,000;    0,000;    0,000
 572,69;  780,067;    0,000;    0,000
 572,76;  512,333;    0,000;    0,000
 572,83;  251,467;    0,000;    0,000
 572,90;  202,000;    0,000;    0,000
 572,97;  378,867;    0,000;    0,000
 573,04;  599,000;    0,000;    0,000
 573,11;  526,933;    0,000;    0,000
 573,18;  468,867;    0,000;    0,000
 573,25;  393,800;    0,000;    0,000
 573,32;  346,800;    0,000;    0,000
 573,39;  258,533;    0,000;    0,000
 573,46;  218,533;    0,000;    0,000
 573,53;  275,000;    0,000;    0,000
 573,60;  383,867;    0,000;    0,000
 573,67;  397,800;    0,000;    0,000
 573,74;  564,667;    0,000;    0,000
 573,80;  614,533;    0,000;    0,000
 573,87;  663,933;    0,000;    0,000
 573,94;  595,800;    0,000;    0,000
 574,01;  510,467;    0,000;    0,000
 574,08;  614,267;    0,000;    0,000
 574,15;  651,067;    0,000;    0,000
 574,22;  642,133;    0,000;    0,000
 574,29;  653,800;    0,000;    0,000
 574,36;  561,333;    0,000;    0,000
 574,43;  619,467;    0,000;    0,000
 574,50;  401,200;    0,000;    0,000
 574,57;  433,867;    0,000;    0,000
 574,64;  453,333;    0,000;    0,000
 574,71;  650,600;    0,000;    0,000
 574,78;  500,800;    0,000;    0,000
 574,85;  501,933;    0,000;    0,000
 574,92;  497,133;    0,000;    0,000
 574,99;  686,800;    0,000;    0,000
 575,06;  659,133;    0,000;    0,000
 575,13;  556,733;    0,000;    0,000
 575,19;  473,267;    0,000;    0,000
 575,26;  406,000;    0,000;    0,000
 575,33;  325,467;    0,000;    0,000
 575,40;  353,000;    0,000;    0,000
 575,47;  383,667;    0,000;    0,000
 575,54;  393,733;    0,000;    0,000
 575,61;  326,467;    0,000;    0,000
 575,68;  458,400;    0,000;    0,000
 575,75;  595,667;    0,000;    0,000
 575,82;  767,733;    0,000;    0,000
 575,89;  696,533;    0,000;    0,000
 575,96;  629,533;    0,000;    0,000
 576,03;  393,533;    0,000;    0,000
 576,10;  250,200;    0,000;    0,000
 576,17;  137,333;    0,000;    0,000
 576,24;  374,533;    0,000;    0,000
 576,30;  608,533;    0,000;    0,000
 576,37;  591,200;    0,000;    0,000
 576,44;  329,200;    0,000;    0,000
 576,51;  252,333;    0,000;    0,000
 576,58;  512,933;    0,000;    0,000
 576,65;  762,467;    0,000;    0,000
 576,72;  693,000;    0,000;    0,000
 576,79;  497,333;    0,000;    0,000
 576,86;  428,867;    0,000;    0,000
 576,93;  414,600;    0,000;    0,000
 577,00;  616,200;    0,000;    0,000
 577,07;  690,733;    0,000;    0,000
 577,14;  667,600;    0,000;    0,000
 577,21;  447,467;    0,000;    0,000
 577,28;  182,600;    0,000;    0,000
 577,34;  154,267;    0,000;    0,000
 577,41;  190,400;    0,000;    0,000
 577,48;  509,267;    0,000;    0,000
 577,55;  533,400;    0,000;    0,000
 577,62;  580,933;    0,000;    0,000
 577,69;  376,333;    0,000;    0,000
 577,76;  336,133;    0,000;    0,000
 577,83;  243,667;    0,000;    0,000
 577,90;  296,333;    0,000;    0,000
 577,97;  343,600;    0,000;    0,000
 578,04;  312,667;    0,000;    0,000
 578,11;  195,867;    0,000;    0,000
 578,18;  189,467;    0,000;    0,000
 578,24;  408,000;    0,000;    0,000
 578,31;  446,467;    0,000;    0,000
 578,38;  527,467;    0,000;    0,000
 578,45;  423,667;    0,000;    0,000
 578,52;  561,933;    0,000;    0,000
 578,59;  428,867;    0,000;    0,000
 578,66;  339,667;    0,000;    0,000
 578,73;  357,600;    0,000;    0,000
 578,80;  376,800;    0,000;    0,000
 578,87;  545,400;    0,000;    0,000
 578,94;  418,533;    0,000;    0,000
 579,01;  556,600;    0,000;    0,000
 579,07;  449,000;    0,000;    0,000
 579,14;  490,600;    0,000;    0,000
 579,21;  332,267;    0,000;    0,000
 579,28;  442,267;    0,000;    0,000
 579,35;  624,067;    0,000;    0,000
 579,42;  874,200;    0,000;    0,000
 579,49;  729,733;    0,000;    0,000
 579,56;  655,867;    0,000;    0,000
 579,63;  528,200;    0,000;    0,000
 579,70;  618,200;    0,000;    0,000
 579,77;  541,733;    0,000;    0,000
 579,83;  635,333;    0,000;    0,000
 579,90;  698,133;    0,000;    0,000
 579,97;  650,000;    0,000;    0,000
 580,04;  441,467;    0,000;    0,000
 580,11;  439,600;    0,000;    0,000
 580,18;  460,533;    0,000;    0,000
 580,25;  580,267;    0,000;    0,000
 580,32;  664,867;    0,000;    0,000
 580,39;  985,400;    0,000;    0,000
 580,46; 1245,333;    0,000;    0,000
 580,52; 1156,800;    0,000;    0,000
 580,59;  778,400;    0,000;    0,000
 580,66;  663,467;    0,000;    0,000
 580,73;  651,133;    0,000;    0,000
 580,80;  706,800;    0,000;    0,000
 580,87;  711,733;    0,000;    0,000
 580,94;  917,733;    0,000;    0,000
 581,01; 1044,933;    0,000;    0,000
 581,08; 1031,067;    0,000;    0,000
 581,15;  847,200;    0,000;    0,000
 581,21;  928,800;    0,000;    0,000
 581,28; 1161,867;    0,000;    0,000
 581,35; 1271,067;    0,000;    0,000
 581,42; 1053,800;    0,000;    0,000
 581,49;  944,600;    0,000;    0,000
 581,56;  879,600;    0,000;    0,000
 581,63; 1039,800;    0,000;    0,000
 581,70;  937,867;    0,000;    0,000
 581,77; 1129,400;    0,000;    0,000
 581,84; 1317,667;    0,000;    0,000
 581,90; 1373,867;    0,000;    0,000
 581,97; 1228,400;    0,000;    0,000
 582,04; 1142,667;    0,000;    0,000
 582,11; 1132,200;    0,000;    0,000
 582,18; 1235,400;    0,000;    0,000
 582,25; 1528,467;    0,000;    0,000
 582,32; 2073,800;    0,000;    0,000
 582,39; 2275,867;    0,000;    0,000
 582,46; 1992,400;    0,000;    0,000
 582,52; 1625,467;    0,000;    0,000
 582,59; 1704,867;    0,000;    0,000
 582,66; 1797,733;    0,000;    0,000
 582,73; 1741,667;    0,000;    0,000
 582,80; 1486,000;    0,000;    0,000
 582,87; 1477,133;    0,000;    0,000
 582,94; 1282,333;    0,000;    0,000
 583,01; 1263,600;    0,000;    0,000
 583,07; 1546,400;    0,000;    0,000
 583,14; 2361,933;    0,000;    0,000
 583,21; 2674,733;    0,000;    0,000
 583,28; 2438,000;    0,000;    0,000
 583,35; 1830,133;    0,000;    0,000
 583,42; 1795,533;    0,000;    0,000
 583,49; 1645,667;    0,000;    0,000
 583,56; 1548,267;    0,000;    0,000
 583,62; 1135,667;    0,000;    0,000
 583,69; 1321,600;    0,000;    0,000
 583,76; 1443,933;    0,000;    0,000
 583,83; 1529,533;    0,000;    0,000
 583,90; 1386,867;    0,000;    0,000
 583,97; 1416,267;    0,000;    0,000
 584,04; 1653,533;    0,000;    0,000
 584,11; 1779,733;    0,000;    0,000
 584,17; 1712,267;    0,000;    0,000
 584,24; 1692,400;    0,000;    0,000
 584,31; 1718,333;    0,000;    0,000
 584,38; 1711,733;    0,000;    0,000
 584,45; 1530,000;    0,000;    0,000
 584,52; 1514,200;    0,000;    0,000
 584,59; 1435,533;    0,000;    0,000
 584,66; 1425,533;    0,000;    0,000
 584,72; 1366,333;    0,000;    0,000
 584,79; 1387,000;    0,000;    0,000
 584,86; 1611,400;    0,000;    0,000
 584,93; 2139,667;    0,000;    0,000
 585,00; 4267,533;    0,000;    0,000
 585,07;14247,533;    0,000;    0,000
 585,14;24677,732;    0,000;    0,000
 585,20;24311,867;    0,000;    0,000
 585,27;14196,333;    0,000;    0,000
 585,34; 3303,267;    0,000;    0,000
 585,41; 1579,533;    0,000;    0,000
 585,48; 1408,533;    0,000;    0,000
 585,55; 1145,467;    0,000;    0,000
 585,62; 1243,867;    0,000;    0,000
 585,68; 1559,200;    0,000;    0,000
 585,75; 1755,200;    0,000;    0,000
 585,82; 1507,000;    0,000;    0,000
 585,89; 1417,267;    0,000;    0,000
 585,96; 1413,333;    0,000;    0,000
 586,03; 1744,333;    0,000;    0,000
 586,10; 1827,000;    0,000;    0,000
 586,16; 2248,933;    0,000;    0,000
 586,23; 2340,133;    0,000;    0,000
 586,30; 2251,133;    0,000;    0,000
 586,37; 2023,333;    0,000;    0,000
 586,44; 2122,200;    0,000;    0,000
 586,51; 2309,733;    0,000;    0,000
 586,58; 2195,933;    0,000;    0,000
 586,64; 1961,133;    0,000;    0,000
 586,71; 2156,133;    0,000;    0,000
 586,78; 2407,733;    0,000;    0,000
 586,85; 2591,067;    0,000;    0,000
 586,92; 4032,867;    0,000;    0,000
 586,99; 5407,733;    0,000;    0,000
 587,06; 5553,400;    0,000;    0,000
 587,12; 4274,400;    0,000;    0,000
 587,19; 2857,467;    0,000;    0,000
 587,26; 2758,733;    0,000;    0,000
 587,33; 2676,200;    0,000;    0,000
 587,40; 2789,867;    0,000;    0,000
 587,47; 2906,267;    0,000;    0,000
 587,53; 2954,333;    0,000;    0,000
 587,60; 2660,133;    0,000;    0,000
 587,67; 2209,933;    0,000;    0,000
 587,74; 1653,667;    0,000;    0,000
 587,81; 1845,267;    0,000;    0,000
 587,88; 2017,200;    0,000;    0,000
 587,95; 2393,867;    0,000;    0,000
 588,01; 2866,067;    0,000;    0,000
 588,08; 3568,667;    0,000;    0,000
 588,15; 3803,733;    0,000;    0,000
 588,22; 3594,067;    0,000;    0,000
 588,29; 2788,867;    0,000;    0,000
 588,36; 2234,267;    0,000;    0,000
 588,42; 1640,867;    0,000;    0,000
 588,49; 1385,000;    0,000;    0,000
 588,56; 1122,067;    0,000;    0,000
 588,63; 1380,267;    0,000;    0,000
 588,70; 1891,333;    0,000;    0,000
 588,77; 2232,333;    0,000;    0,000
 588,83; 2071,800;    0,000;    0,000
 588,90; 1981,800;    0,000;    0,000
 588,97; 1677,400;    0,000;    0,000
 589,04; 1577,800;    0,000;    0,000
 589,11; 1418,800;    0,000;    0,000
 589,18; 2017,600;    0,000;    0,000
 589,24; 2424,667;    0,000;    0,000
 589,31; 2695,067;    0,000;    0,000
 589,38; 2480,200;    0,000;    0,000
 589,45; 2162,933;    0,000;    0,000
 589,52; 1779,867;    0,000;    0,000
 589,59; 1298,733;    0,000;    0,000
 589,65; 1083,867;    0,000;    0,000
 589,72; 1299,800;    0,000;    0,000
 589,79; 1490,200;    0,000;    0,000
 589,86; 1522,067;    0,000;    0,000
 589,93; 1258,667;    0,000;    0,000
 589,99; 1360,600;    0,000;    0,000
 590,06; 1696,333;    0,000;    0,000
 590,13; 1999,067;    0,000;    0,000
 590,20; 2043,400;    0,000;    0,000
 590,27; 1972,333;    0,000;    0,000
 590,34; 1829,267;    0,000;    0,000
 590,40; 1730,667;    0,000;    0,000
 590,47; 1468,667;    0,000;    0,000
 590,54; 1576,733;    0,000;    0,000
 590,61; 1659,000;    0,000;    0,000
 590,68; 1724,133;    0,000;    0,000
 590,74; 1380,600;    0,000;    0,000
 590,81; 1386,067;    0,000;    0,000
 590,88; 1620,867;    0,000;    0,000
 590,95; 1667,267;    0,000;    0,000
 591,02; 1510,000;    0,000;    0,000
 591,09; 1481,267;    0,000;    0,000
 591,15; 1704,000;    0,000;    0,000
 591,22; 1777,733;    0,000;    0,000
 591,29; 1751,867;    0,000;    0,000
 591,36; 1833,467;    0,000;    0,000
 591,43; 1972,333;    0,000;    0,000
 591,49; 1666,600;    0,000;    0,000
 591,56; 1356,933;    0,000;    0,000
 591,63; 1426,333;    0,000;    0,000
 591,70; 1644,933;    0,000;    0,000
 591,77; 1751,400;    0,000;    0,000
 591,83; 1412,200;    0,000;    0,000
