713.08	-41.07
713.14	-33.85
713.21	217.35
713.28	57.58
713.34	63.72
713.41	-21.56
713.48	54.31
713.54	-18.35
713.61	78.28
713.68	35.16
713.74	0.99
713.81	-37.21
713.88	22.05
713.94	7.48
714.01	-27.24
714.08	39.47
714.14	41.93
714.21	41.24
714.28	90.42
714.34	-0.12
714.41	-14.64
714.47	8.64
714.54	47.09
714.61	-47.88
714.67	37.51
714.74	40.08
714.81	113.8
714.87	66.54
714.94	8.68
715.01	-9.18
715.07	89.51
715.14	-10.52
715.21	106.57
715.27	4.58
715.34	19.52
715.41	74.48
715.47	23.28
715.54	27.09
715.6	14.3
715.67	-29.63
715.74	213.02
715.8	45.72
715.87	150.65
715.94	138.25
716	-46.88
716.07	17.03
716.13	32.76
716.2	1.76
716.27	78.75
716.33	-62.84
716.4	18.27
716.47	44.03
716.53	-18.86
716.6	45.27
716.67	-0.06
716.73	27.82
716.8	75.85
716.86	50.18
716.93	0.29
717	31.04
717.06	18.85
717.13	-19.04
717.2	167.22
717.26	47.93
717.33	-9.37
717.39	19.64
717.46	88.09
717.53	-11.07
717.59	81.96
717.66	-97.37
717.72	27.67
717.79	-1.63
717.86	36.96
717.92	-66.25
717.99	87.65
718.06	-9.11
718.12	16.58
718.19	19.45
718.25	104.75
718.32	-65.27
718.39	47.12
718.45	93.5
718.52	77.96
718.58	-23.12
718.65	87.91
718.72	37.95
718.78	29.74
718.85	-40.87
718.92	10.51
718.98	-32.17
719.05	142.91
719.11	42.73
719.18	85.05
719.25	-4.1
719.31	50.5
719.38	84.75
719.44	192.87
719.51	29.58
719.58	-28.76
719.64	-37.49
719.71	-30.49
719.77	46.62
719.84	164.56
719.91	-16.3
719.97	-30.76
720.04	-45.71
720.1	15
720.17	-5
720.24	5.41
720.3	-91.65
720.37	-23.51
720.43	-14.66
720.5	29.79
720.56	-63.21
720.63	66.07
720.7	61.2
720.76	76.78
720.83	20.71
720.89	75.98
720.96	172.29
721.03	45.62
721.09	-35.85
721.16	37.44
721.22	-22.83
721.29	30.78
721.36	13.38
721.42	-30.35
721.49	4.88
721.55	90.63
721.62	-47.47
721.68	13.49
721.75	12.42
721.82	-28.8
721.88	0.42
721.95	63.83
722.01	31.79
722.08	13.68
722.14	-92.62
722.21	-22.54
722.28	-73.59
722.34	72.01
722.41	-108.54
722.47	13.78
722.54	117.52
722.61	42.96
722.67	14.4
722.74	386.94
722.8	-67.35
722.87	-31.19
722.93	-44.05
723	55.92
723.07	-2.69
723.13	83.22
723.2	80.88
723.26	91.34
723.33	-55.42
723.39	-14.74
723.46	-26.28
723.52	19.37
723.59	-65.04
723.66	-10.62
723.72	-134.9
723.79	55.8
723.85	-92.81
723.92	63.28
723.98	24.14
724.05	273.81
724.12	280.95
724.18	230.91
724.25	25.86
724.31	-53
724.38	127.56
724.44	30.88
724.51	-49.83
724.57	-12.18
724.64	-26.49
724.71	51.58
724.77	-39.65
724.84	-49.83
724.9	-71.31
724.97	-29.26
725.03	-65.03
725.1	-63.77
725.16	48.06
725.23	101.31
725.29	-17.58
725.36	22.45
725.43	107.97
725.49	15.89
725.56	41.06
725.62	29.8
725.69	98.16
725.75	134.12
725.82	46.98
725.88	60.87
725.95	-7.16
726.01	48.67
726.08	-9.94
726.15	-17.66
726.21	-33.78
726.28	-24.63
726.34	68.58
726.41	-22.12
726.47	-11.13
726.54	64.73
726.6	-43.83
726.67	115.97
726.73	-5.9
726.8	28.42
726.86	-56.99
726.93	27.74
726.99	35.66
727.06	26.24
727.13	166.7
727.19	174.95
727.26	185.57
727.32	132.58
727.39	-130.93
727.45	27.24
727.52	-69.9
727.58	-45.91
727.65	-62.88
727.71	100.74
727.78	0.27
727.84	-2.53
727.91	-67.27
727.97	-44.88
728.04	-12.62
728.1	0.49
728.17	-14.28
728.23	-66.76
728.3	27.77
728.36	70.17
728.43	-42.21
728.49	38.12
728.56	60.53
728.63	521.68
728.69	-43.42
728.76	65.03
728.82	-63.15
728.89	77.38
728.95	-55.75
729.02	-0.67
729.08	-65.39
729.15	-21.55
729.21	-108.95
729.28	51.6
729.34	-34.6
729.41	87.36
729.47	56.2
729.54	88.65
729.6	77.71
729.67	58.67
729.73	-84.27
729.8	113.32
729.86	-53.3
729.93	-9.26
729.99	-16.69
730.06	-8.52
730.12	22.73
730.19	-70.61
730.25	47.56
730.32	145.39
730.38	-41.11
730.45	44.51
730.51	-55.34
730.58	18.79
730.64	-1.13
730.71	-88.96
730.77	68.06
730.84	31.04
730.9	-57.29
730.97	-14.74
731.03	-11.38
731.1	44.6
731.16	-5.37
731.23	-30.86
731.29	-43.52
731.36	-0.7
731.42	47.22
731.49	-45.99
731.55	-8.4
731.62	-93.39
731.68	26.83
731.75	-63.43
731.81	-14.91
731.87	26
731.94	-20.6
732	-65.09
732.07	32.87
732.13	-34.75
732.2	-78.36
732.26	-23.74
732.33	-9.4
732.39	22.21
732.46	21.75
732.52	24.48
732.59	-129.22
732.65	-11.97
732.72	-15.99
732.78	51.72
732.85	9.31
732.91	32.64
732.98	0.71
733.04	-74.38
733.11	-42.41
733.17	47.32
733.24	-18.93
733.3	6.4
733.36	-139.74
733.43	108.43
733.49	-57.98
733.56	70.34
733.62	-177.7
733.69	-31.32
733.75	-62.74
733.82	-43.82
733.88	-60.98
733.95	70.15
734.01	21.6
734.08	-29.99
734.14	-47.6
734.21	133.49
734.27	-113.77
734.33	6.06
734.4	-159.02
734.46	24.06
734.53	5.04
734.59	-121.6
734.66	-59.2
734.72	-59.28
734.79	-82.45
734.85	8.77
734.92	-77.11
734.98	-3.21
735.04	-119.38
735.11	80.35
735.17	-97.89
735.24	2.59
735.3	-51.63
735.37	81.88
735.43	-41.83
735.5	31.08
735.56	-116.08
735.63	-49.38
735.69	-12.59
735.75	-63.35
735.82	-91.66
735.88	-14.76
735.95	-46.53
736.01	127.93
736.08	-58.85
736.14	0.71
736.2	-144
736.27	-145.5
736.33	-117.96
736.4	0.39
736.46	-110.86
736.53	14.49
736.59	-69.05
736.66	-0.92
736.72	-48.09
736.78	-8.6
736.85	-94.95
736.91	98.34
736.98	87.73
737.04	47.02
737.11	38.52
737.17	217.62
737.23	583.39
737.3	443.56
737.36	107.93
737.43	-16.22
737.49	-83.22
737.56	78.39
737.62	3.5
737.68	-25.98
737.75	-4.42
737.81	31.16
737.88	-81.03
737.94	-40.52
738.01	15.77
738.07	-0.35
738.13	29.93
738.2	-31.82
738.26	71.64
738.33	-58.68
738.39	-73.48
738.46	50.78
738.52	-88.95
738.58	-42.84
738.65	-124.88
738.71	-43.27
738.78	1.36
738.84	-90.28
738.9	-58.13
738.97	38.79
739.03	-103.71
739.1	86.25
739.16	-67.42
739.23	-3.25
739.29	-104.96
739.35	-57.51
739.42	-18.2
739.48	-10.47
739.55	-118.76
739.61	26.04
739.67	-94.74
739.74	-152.28
739.8	-120.93
739.87	-10.79
739.93	-25.1
739.99	-5.45
740.06	-136.09
740.12	-123.03
740.19	-108.19
740.25	44.71
740.31	-39.15
740.38	-32.64
740.44	-60.08
740.51	-2.29
740.57	-65.78
740.63	-34.67
740.7	-20.14
740.76	-24.38
740.83	-34.94
740.89	-36.14
740.95	-17.8
741.02	-10.41
741.08	-35.04
741.15	-49.51
741.21	39.32
741.27	-104.1
741.34	-13.21
741.4	-30.29
741.47	106.37
741.53	72.5
741.59	-12.99
741.66	196.11
741.72	-86.01
741.79	26.86
741.85	2.06
741.91	-29.73
741.98	-35.77
742.04	-43.86
742.1	-100.58
742.17	-6.05
742.23	-1.16
742.3	-9.73
742.36	32.03
742.42	-49.96
742.49	28.71
742.55	34.88
742.61	41.42
742.68	-106.27
742.74	35.43
742.81	-15.32
742.87	-48.92
742.93	-6.18
743	-31.29
743.06	15.87
743.13	156.88
743.19	-44.5
743.25	-55.38
743.32	-76.07
743.38	-22.14
743.44	33.45
743.51	-3.08
743.57	0.59
743.63	-111.79
743.7	-57.64
743.76	-66.19
743.83	24.37
743.89	-75.35
743.95	-11.6
744.02	46.67
744.08	-63.71
744.14	-116.7
744.21	36.35
744.27	22.06
744.33	143.06
744.4	-70.4
744.46	-19.9
744.53	-123.71
744.59	-73.02
744.65	-117.22
744.72	-69.26
744.78	2.85
744.84	-105.62
744.91	-42.78
744.97	-77.94
745.03	-26.35
745.1	6.81
745.16	-129.47
745.22	-49.25
745.29	-115.12
