50mtorr70W
Integration time [ms]: 200,000
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1004020U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 754,74;  -98,900;    0,000;    0,000
 754,81;  -48,740;    0,000;    0,000
 754,87; -127,480;    0,000;    0,000
 754,93; -134,650;    0,000;    0,000
 754,99;    6,110;    0,000;    0,000
 755,06;   -4,190;    0,000;    0,000
 755,12;  -29,430;    0,000;    0,000
 755,18;  -82,460;    0,000;    0,000
 755,24;  -73,770;    0,000;    0,000
 755,31;  -24,110;    0,000;    0,000
 755,37;  -54,600;    0,000;    0,000
 755,43;   24,030;    0,000;    0,000
 755,49;  -93,370;    0,000;    0,000
 755,56;  -59,650;    0,000;    0,000
 755,62; -141,110;    0,000;    0,000
 755,68;    2,960;    0,000;    0,000
 755,74;   35,730;    0,000;    0,000
 755,80;  -92,350;    0,000;    0,000
 755,87;   89,060;    0,000;    0,000
 755,93;  -81,660;    0,000;    0,000
 755,99;  -12,310;    0,000;    0,000
 756,05;   28,460;    0,000;    0,000
 756,12;  -77,220;    0,000;    0,000
 756,18;  -27,370;    0,000;    0,000
 756,24;  -90,630;    0,000;    0,000
 756,30;  -46,280;    0,000;    0,000
 756,37;  -65,420;    0,000;    0,000
 756,43; -127,420;    0,000;    0,000
 756,49;   47,910;    0,000;    0,000
 756,55;   84,480;    0,000;    0,000
 756,62;  -80,470;    0,000;    0,000
 756,68;   -5,110;    0,000;    0,000
 756,74;    0,510;    0,000;    0,000
 756,80;  -80,990;    0,000;    0,000
 756,87; -104,890;    0,000;    0,000
 756,93;  -66,520;    0,000;    0,000
 756,99;  -43,130;    0,000;    0,000
 757,05;  -17,520;    0,000;    0,000
 757,11;  -45,010;    0,000;    0,000
 757,18;  -29,210;    0,000;    0,000
 757,24;  -61,430;    0,000;    0,000
 757,30;    6,820;    0,000;    0,000
 757,36;  -56,130;    0,000;    0,000
 757,43;   -8,990;    0,000;    0,000
 757,49;  -27,790;    0,000;    0,000
 757,55;  149,210;    0,000;    0,000
 757,61;   96,000;    0,000;    0,000
 757,68;  117,750;    0,000;    0,000
 757,74;  268,900;    0,000;    0,000
 757,80;  880,560;    0,000;    0,000
 757,86; 2056,680;    0,000;    0,000
 757,92; 1280,710;    0,000;    0,000
 757,99;  155,180;    0,000;    0,000
 758,05;   80,190;    0,000;    0,000
 758,11;  -19,300;    0,000;    0,000
 758,17;  -46,670;    0,000;    0,000
 758,23;  -14,850;    0,000;    0,000
 758,30;  -42,460;    0,000;    0,000
 758,36;  -30,490;    0,000;    0,000
 758,42;  -69,360;    0,000;    0,000
 758,48;   -7,500;    0,000;    0,000
 758,55;   19,870;    0,000;    0,000
 758,61;  -87,960;    0,000;    0,000
 758,67;  -18,940;    0,000;    0,000
 758,73;  -74,450;    0,000;    0,000
 758,79;  -59,390;    0,000;    0,000
 758,86;  471,200;    0,000;    0,000
 758,92;   64,430;    0,000;    0,000
 758,98;    4,080;    0,000;    0,000
 759,04;  206,010;    0,000;    0,000
 759,10;  349,360;    0,000;    0,000
 759,17;  800,670;    0,000;    0,000
 759,23; 1800,800;    0,000;    0,000
 759,29; 4491,320;    0,000;    0,000
 759,35; 3142,190;    0,000;    0,000
 759,42;  413,300;    0,000;    0,000
 759,48;   88,200;    0,000;    0,000
 759,54;  108,280;    0,000;    0,000
 759,60;   90,150;    0,000;    0,000
 759,66;  -52,070;    0,000;    0,000
 759,73;  -47,130;    0,000;    0,000
 759,79;   72,680;    0,000;    0,000
 759,85;  -17,590;    0,000;    0,000
 759,91;   98,650;    0,000;    0,000
 759,97; -148,350;    0,000;    0,000
 760,04;   13,370;    0,000;    0,000
 760,10;    7,530;    0,000;    0,000
 760,16;  -60,400;    0,000;    0,000
 760,22;  -32,350;    0,000;    0,000
 760,28; -107,450;    0,000;    0,000
 760,35;  -40,920;    0,000;    0,000
 760,41; -105,980;    0,000;    0,000
 760,47;   56,160;    0,000;    0,000
 760,53;  -91,840;    0,000;    0,000
 760,59; -124,520;    0,000;    0,000
 760,65;    3,990;    0,000;    0,000
 760,72; -180,190;    0,000;    0,000
 760,78;  -43,070;    0,000;    0,000
 760,84;  -92,210;    0,000;    0,000
 760,90;  -29,340;    0,000;    0,000
 760,96;  -38,140;    0,000;    0,000
 761,03;    2,260;    0,000;    0,000
 761,09;  -52,760;    0,000;    0,000
 761,15; -105,700;    0,000;    0,000
 761,21;  -80,090;    0,000;    0,000
 761,27;  -28,950;    0,000;    0,000
 761,34;   40,520;    0,000;    0,000
 761,40;  -76,710;    0,000;    0,000
 761,46;  -96,790;    0,000;    0,000
 761,52;  -31,160;    0,000;    0,000
 761,58;  -49,750;    0,000;    0,000
 761,64;  -20,630;    0,000;    0,000
 761,71;   38,230;    0,000;    0,000
 761,77;  -29,320;    0,000;    0,000
 761,83;  -67,420;    0,000;    0,000
 761,89;    2,470;    0,000;    0,000
 761,95;    9,310;    0,000;    0,000
 762,02;  -78,380;    0,000;    0,000
 762,08; -106,140;    0,000;    0,000
 762,14;  -46,040;    0,000;    0,000
 762,20;  -66,590;    0,000;    0,000
 762,26;  -74,920;    0,000;    0,000
 762,32;  -48,520;    0,000;    0,000
 762,39;  -17,780;    0,000;    0,000
 762,45;   56,970;    0,000;    0,000
 762,51;   73,190;    0,000;    0,000
 762,57;  483,280;    0,000;    0,000
 762,63; 1185,820;    0,000;    0,000
 762,69; 2601,710;    0,000;    0,000
 762,76; 1713,890;    0,000;    0,000
 762,82;  323,930;    0,000;    0,000
 762,88;    0,070;    0,000;    0,000
 762,94;   -2,710;    0,000;    0,000
 763,00;   86,990;    0,000;    0,000
 763,06;  -34,040;    0,000;    0,000
 763,13;   -4,400;    0,000;    0,000
 763,19;  -33,500;    0,000;    0,000
 763,25;  -17,510;    0,000;    0,000
 763,31;   41,520;    0,000;    0,000
 763,37;   70,390;    0,000;    0,000
 763,43;  230,800;    0,000;    0,000
 763,50;  153,480;    0,000;    0,000
 763,56;   35,420;    0,000;    0,000
 763,62;   45,590;    0,000;    0,000
 763,68;   21,850;    0,000;    0,000
 763,74;  -65,720;    0,000;    0,000
 763,80;  -33,280;    0,000;    0,000
 763,87;  -32,560;    0,000;    0,000
 763,93;    8,110;    0,000;    0,000
 763,99;   95,380;    0,000;    0,000
 764,05;   34,130;    0,000;    0,000
 764,11;   -2,560;    0,000;    0,000
 764,17;   -7,580;    0,000;    0,000
 764,24;  -43,030;    0,000;    0,000
 764,30;  -45,310;    0,000;    0,000
 764,36;  -51,990;    0,000;    0,000
 764,42;  -62,100;    0,000;    0,000
 764,48;  -68,560;    0,000;    0,000
 764,54;   20,720;    0,000;    0,000
 764,60;  -73,120;    0,000;    0,000
 764,67;  -36,350;    0,000;    0,000
 764,73;  -28,060;    0,000;    0,000
 764,79;  -51,280;    0,000;    0,000
 764,85;  -42,410;    0,000;    0,000
 764,91;  -95,240;    0,000;    0,000
 764,97; -106,180;    0,000;    0,000
 765,03;  106,980;    0,000;    0,000
 765,10;  -25,230;    0,000;    0,000
 765,16; -185,340;    0,000;    0,000
 765,22;   14,520;    0,000;    0,000
 765,28; -122,760;    0,000;    0,000
 765,34;    8,990;    0,000;    0,000
 765,40;  -66,560;    0,000;    0,000
 765,46;    4,000;    0,000;    0,000
 765,53;  -22,550;    0,000;    0,000
 765,59;   13,210;    0,000;    0,000
 765,65;   -0,860;    0,000;    0,000
 765,71;  122,740;    0,000;    0,000
 765,77;  -52,220;    0,000;    0,000
 765,83;  -34,980;    0,000;    0,000
 765,89;   14,020;    0,000;    0,000
 765,96;   31,210;    0,000;    0,000
 766,02;   19,040;    0,000;    0,000
 766,08;  -83,310;    0,000;    0,000
 766,14; -152,150;    0,000;    0,000
 766,20;  -60,750;    0,000;    0,000
 766,26;  -86,130;    0,000;    0,000
 766,32;   -3,590;    0,000;    0,000
 766,39;  -25,760;    0,000;    0,000
 766,45;  -81,700;    0,000;    0,000
 766,51;  -25,630;    0,000;    0,000
 766,57;  -30,930;    0,000;    0,000
 766,63; -151,720;    0,000;    0,000
 766,69;   13,180;    0,000;    0,000
 766,75;  -65,030;    0,000;    0,000
 766,81;  -83,990;    0,000;    0,000
 766,88; -112,390;    0,000;    0,000
 766,94;  -89,200;    0,000;    0,000
 767,00; -104,530;    0,000;    0,000
 767,06;  -77,100;    0,000;    0,000
 767,12;  -19,520;    0,000;    0,000
 767,18;  -54,650;    0,000;    0,000
 767,24; -108,630;    0,000;    0,000
 767,30;  -67,840;    0,000;    0,000
 767,37;  -55,950;    0,000;    0,000
 767,43;   24,160;    0,000;    0,000
 767,49; -127,450;    0,000;    0,000
 767,55;  -65,420;    0,000;    0,000
 767,61;   16,630;    0,000;    0,000
 767,67;  239,330;    0,000;    0,000
 767,73;  499,820;    0,000;    0,000
 767,79;  798,840;    0,000;    0,000
 767,85;  369,230;    0,000;    0,000
 767,92;    6,800;    0,000;    0,000
 767,98; -161,930;    0,000;    0,000
 768,04;  -74,940;    0,000;    0,000
 768,10;  -57,530;    0,000;    0,000
 768,16;  -44,200;    0,000;    0,000
 768,22;  -87,000;    0,000;    0,000
 768,28;   -8,880;    0,000;    0,000
 768,34;  -92,250;    0,000;    0,000
 768,40;  -71,560;    0,000;    0,000
 768,47;  -88,950;    0,000;    0,000
 768,53;  -11,790;    0,000;    0,000
 768,59;   -1,540;    0,000;    0,000
 768,65;   97,870;    0,000;    0,000
 768,71;  160,610;    0,000;    0,000
 768,77;  187,420;    0,000;    0,000
 768,83;  -50,500;    0,000;    0,000
 768,89;   17,120;    0,000;    0,000
 768,95;  -79,480;    0,000;    0,000
 769,02;  -30,490;    0,000;    0,000
 769,08; -170,830;    0,000;    0,000
 769,14;   46,040;    0,000;    0,000
 769,20;    6,470;    0,000;    0,000
 769,26; -125,770;    0,000;    0,000
 769,32;  -88,960;    0,000;    0,000
 769,38;   92,660;    0,000;    0,000
 769,44;  -74,880;    0,000;    0,000
 769,50;  -38,520;    0,000;    0,000
 769,56;  -21,810;    0,000;    0,000
 769,63;   17,200;    0,000;    0,000
 769,69;  -47,620;    0,000;    0,000
 769,75;  -80,650;    0,000;    0,000
 769,81;   27,700;    0,000;    0,000
 769,87;  -39,370;    0,000;    0,000
 769,93;  -74,470;    0,000;    0,000
 769,99;  -19,090;    0,000;    0,000
 770,05;  -17,210;    0,000;    0,000
 770,11;  -76,550;    0,000;    0,000
 770,17; -205,600;    0,000;    0,000
 770,23;  -41,000;    0,000;    0,000
 770,30; -155,770;    0,000;    0,000
 770,36;  -58,520;    0,000;    0,000
 770,42; -132,340;    0,000;    0,000
 770,48;   10,650;    0,000;    0,000
 770,54;    3,310;    0,000;    0,000
 770,60; -111,330;    0,000;    0,000
 770,66;   15,050;    0,000;    0,000
 770,72; -106,760;    0,000;    0,000
 770,78;  -36,720;    0,000;    0,000
 770,84;   41,050;    0,000;    0,000
 770,90;    6,640;    0,000;    0,000
 770,96;  -55,750;    0,000;    0,000
 771,03; -152,090;    0,000;    0,000
 771,09;   28,410;    0,000;    0,000
 771,15;  -72,250;    0,000;    0,000
 771,21;  -57,540;    0,000;    0,000
 771,27; -131,070;    0,000;    0,000
 771,33;   -6,360;    0,000;    0,000
 771,39;  -14,650;    0,000;    0,000
 771,45;  -72,610;    0,000;    0,000
 771,51;  -72,980;    0,000;    0,000
 771,57;   63,840;    0,000;    0,000
 771,63;  116,350;    0,000;    0,000
 771,69;  434,450;    0,000;    0,000
 771,75;  452,990;    0,000;    0,000
 771,82;   40,690;    0,000;    0,000
 771,88;  -57,560;    0,000;    0,000
 771,94;  -33,520;    0,000;    0,000
 772,00; -100,870;    0,000;    0,000
 772,06; -134,460;    0,000;    0,000
 772,12;  -19,280;    0,000;    0,000
 772,18;  -51,730;    0,000;    0,000
 772,24;  -57,410;    0,000;    0,000
 772,30;  -99,760;    0,000;    0,000
 772,36;  -27,170;    0,000;    0,000
 772,42;   -6,880;    0,000;    0,000
 772,48;    0,350;    0,000;    0,000
 772,54;  -41,280;    0,000;    0,000
 772,60;  -35,970;    0,000;    0,000
 772,66;  -51,880;    0,000;    0,000
 772,73;    9,000;    0,000;    0,000
 772,79;   11,990;    0,000;    0,000
 772,85;  -21,490;    0,000;    0,000
 772,91;  -44,640;    0,000;    0,000
 772,97;  -65,730;    0,000;    0,000
 773,03;  -28,560;    0,000;    0,000
 773,09;  161,540;    0,000;    0,000
 773,15; -105,170;    0,000;    0,000
 773,21;  -82,000;    0,000;    0,000
 773,27;  -69,620;    0,000;    0,000
 773,33;  -57,550;    0,000;    0,000
 773,39;  -44,890;    0,000;    0,000
 773,45;  -94,770;    0,000;    0,000
 773,51;   72,430;    0,000;    0,000
 773,57;  -32,540;    0,000;    0,000
 773,63;  -39,090;    0,000;    0,000
 773,69;  -98,850;    0,000;    0,000
 773,75;   -0,800;    0,000;    0,000
 773,82; -122,660;    0,000;    0,000
 773,88;  -22,900;    0,000;    0,000
 773,94;  -50,400;    0,000;    0,000
 774,00;   66,440;    0,000;    0,000
 774,06;  -26,750;    0,000;    0,000
 774,12;   50,570;    0,000;    0,000
 774,18;  -18,880;    0,000;    0,000
 774,24;  -55,650;    0,000;    0,000
 774,30;  -67,490;    0,000;    0,000
 774,36;  -63,440;    0,000;    0,000
 774,42; -103,630;    0,000;    0,000
 774,48;  -48,510;    0,000;    0,000
 774,54; -109,150;    0,000;    0,000
 774,60;  -20,070;    0,000;    0,000
 774,66;   52,590;    0,000;    0,000
 774,72;   53,220;    0,000;    0,000
 774,78; -114,320;    0,000;    0,000
 774,84;  -67,310;    0,000;    0,000
 774,90;   -9,300;    0,000;    0,000
 774,96;   11,550;    0,000;    0,000
 775,02;  -71,490;    0,000;    0,000
 775,08;   52,510;    0,000;    0,000
 775,14;  -64,000;    0,000;    0,000
 775,20;  -86,200;    0,000;    0,000
 775,27;  -16,310;    0,000;    0,000
 775,33;  -33,010;    0,000;    0,000
 775,39;   17,680;    0,000;    0,000
 775,45;   56,000;    0,000;    0,000
 775,51;   86,450;    0,000;    0,000
 775,57;   47,070;    0,000;    0,000
 775,63;   -7,050;    0,000;    0,000
 775,69;   49,650;    0,000;    0,000
 775,75;    8,250;    0,000;    0,000
 775,81;  164,850;    0,000;    0,000
 775,87;   64,540;    0,000;    0,000
 775,93;  120,750;    0,000;    0,000
 775,99;   44,090;    0,000;    0,000
 776,05;  134,840;    0,000;    0,000
 776,11;   73,720;    0,000;    0,000
 776,17;  412,510;    0,000;    0,000
 776,23;  409,490;    0,000;    0,000
 776,29;  891,140;    0,000;    0,000
 776,35; 2033,210;    0,000;    0,000
 776,41; 5077,660;    0,000;    0,000
 776,47;11247,720;    0,000;    0,000
 776,53;30137,721;    0,000;    0,000
 776,59;45906,512;    0,000;    0,000
 776,65;21601,320;    0,000;    0,000
 776,71;12861,290;    0,000;    0,000
 776,77;29178,080;    0,000;    0,000
 776,83;33723,828;    0,000;    0,000
 776,89;22340,939;    0,000;    0,000
 776,95;18750,400;    0,000;    0,000
 777,01; 5620,390;    0,000;    0,000
 777,07; 1152,970;    0,000;    0,000
 777,13;  627,210;    0,000;    0,000
 777,19;  443,940;    0,000;    0,000
 777,25;  348,450;    0,000;    0,000
 777,31;  299,630;    0,000;    0,000
 777,37;  233,990;    0,000;    0,000
 777,43;  201,320;    0,000;    0,000
 777,49;   83,030;    0,000;    0,000
 777,55;  133,700;    0,000;    0,000
 777,61;  182,290;    0,000;    0,000
 777,67;   24,330;    0,000;    0,000
 777,73;  109,960;    0,000;    0,000
 777,79;  167,490;    0,000;    0,000
 777,85;  118,520;    0,000;    0,000
 777,91;  164,320;    0,000;    0,000
 777,97;   38,330;    0,000;    0,000
 778,03;  -11,880;    0,000;    0,000
 778,09;   36,300;    0,000;    0,000
 778,15;    1,920;    0,000;    0,000
 778,21;   82,240;    0,000;    0,000
 778,27;   -9,570;    0,000;    0,000
 778,33;   92,690;    0,000;    0,000
 778,39;  100,800;    0,000;    0,000
 778,45;  -14,200;    0,000;    0,000
 778,51;  -67,720;    0,000;    0,000
 778,57;  -45,310;    0,000;    0,000
 778,63;  -46,070;    0,000;    0,000
 778,69;  -35,940;    0,000;    0,000
 778,75;  -25,960;    0,000;    0,000
 778,81;  -32,250;    0,000;    0,000
 778,87;   -6,700;    0,000;    0,000
 778,93;  -60,780;    0,000;    0,000
 778,99;  -22,770;    0,000;    0,000
 779,05;  -27,510;    0,000;    0,000
 779,11;  -58,010;    0,000;    0,000
 779,17; -110,100;    0,000;    0,000
 779,23;  -73,010;    0,000;    0,000
 779,29;   20,330;    0,000;    0,000
 779,35;  -57,670;    0,000;    0,000
 779,41;  -99,970;    0,000;    0,000
 779,47;  -54,000;    0,000;    0,000
 779,53;  -81,850;    0,000;    0,000
 779,59;   15,720;    0,000;    0,000
 779,65;  -44,860;    0,000;    0,000
 779,71;   -4,310;    0,000;    0,000
 779,77;  -29,080;    0,000;    0,000
 779,83; -114,740;    0,000;    0,000
 779,89;   -9,780;    0,000;    0,000
 779,95;  413,620;    0,000;    0,000
 780,01;   58,410;    0,000;    0,000
 780,07;  -62,640;    0,000;    0,000
 780,13;  -66,770;    0,000;    0,000
 780,19;   -8,710;    0,000;    0,000
 780,25;  -68,810;    0,000;    0,000
 780,31;  -58,510;    0,000;    0,000
 780,37;  -43,220;    0,000;    0,000
 780,43;  -13,280;    0,000;    0,000
 780,49;   -8,620;    0,000;    0,000
 780,55;   -6,610;    0,000;    0,000
 780,61;   11,790;    0,000;    0,000
 780,67;  -85,940;    0,000;    0,000
 780,73;  -25,070;    0,000;    0,000
 780,79; -137,980;    0,000;    0,000
 780,85; -108,630;    0,000;    0,000
 780,91; -133,540;    0,000;    0,000
 780,97;   59,550;    0,000;    0,000
 781,03;  -89,490;    0,000;    0,000
 781,09;  -32,870;    0,000;    0,000
 781,15; -139,730;    0,000;    0,000
 781,20; -113,540;    0,000;    0,000
 781,26;   -3,010;    0,000;    0,000
 781,32;  -72,720;    0,000;    0,000
 781,38; -126,910;    0,000;    0,000
 781,44;    5,560;    0,000;    0,000
 781,50;  -21,130;    0,000;    0,000
 781,56;  -73,980;    0,000;    0,000
 781,62;  -72,190;    0,000;    0,000
 781,68;   -9,400;    0,000;    0,000
 781,74;  -35,080;    0,000;    0,000
 781,80;    7,180;    0,000;    0,000
 781,86;  -96,300;    0,000;    0,000
 781,92;  -14,860;    0,000;    0,000
 781,98;  -99,710;    0,000;    0,000
 782,04; -107,010;    0,000;    0,000
 782,10; -192,260;    0,000;    0,000
 782,16;    2,840;    0,000;    0,000
 782,22;  -47,220;    0,000;    0,000
 782,28;  -85,500;    0,000;    0,000
 782,34;  -99,450;    0,000;    0,000
 782,40;  -46,380;    0,000;    0,000
 782,46; -136,670;    0,000;    0,000
 782,52;  -77,660;    0,000;    0,000
 782,58; -204,210;    0,000;    0,000
 782,63;  -25,000;    0,000;    0,000
 782,69; -174,080;    0,000;    0,000
 782,75;    9,240;    0,000;    0,000
 782,81; -128,500;    0,000;    0,000
 782,87;  -67,880;    0,000;    0,000
 782,93;  -69,340;    0,000;    0,000
 782,99;    9,080;    0,000;    0,000
 783,05; -153,170;    0,000;    0,000
 783,11; -148,820;    0,000;    0,000
 783,17;  -31,850;    0,000;    0,000
 783,23; -126,210;    0,000;    0,000
 783,29;  -90,300;    0,000;    0,000
 783,35;   -9,280;    0,000;    0,000
 783,41; -108,390;    0,000;    0,000
 783,47;   -3,100;    0,000;    0,000
 783,53; -106,720;    0,000;    0,000
 783,59;  -68,170;    0,000;    0,000
 783,65;  -83,000;    0,000;    0,000
 783,70; -143,870;    0,000;    0,000
 783,76; -141,940;    0,000;    0,000
 783,82;  -71,620;    0,000;    0,000
 783,88;  -51,080;    0,000;    0,000
 783,94;  -42,620;    0,000;    0,000
 784,00; -154,090;    0,000;    0,000
 784,06;  -75,920;    0,000;    0,000
 784,12;  -50,670;    0,000;    0,000
 784,18;  -17,070;    0,000;    0,000
 784,24; -108,970;    0,000;    0,000
 784,30;   51,950;    0,000;    0,000
 784,36;  -79,620;    0,000;    0,000
 784,42;    8,450;    0,000;    0,000
 784,48;   34,440;    0,000;    0,000
 784,54;  -65,710;    0,000;    0,000
 784,59; -156,430;    0,000;    0,000
 784,65;  -63,640;    0,000;    0,000
 784,71; -134,010;    0,000;    0,000
 784,77;  -43,890;    0,000;    0,000
 784,83;  -41,130;    0,000;    0,000
 784,89;   68,010;    0,000;    0,000
 784,95;  337,470;    0,000;    0,000
 785,01;  404,700;    0,000;    0,000
 785,07;   70,580;    0,000;    0,000
 785,13;  -49,410;    0,000;    0,000
 785,19; -149,500;    0,000;    0,000
 785,25;  -30,110;    0,000;    0,000
 785,31;  -19,260;    0,000;    0,000
 785,36;  -59,610;    0,000;    0,000
 785,42;   42,000;    0,000;    0,000
 785,48; -102,730;    0,000;    0,000
 785,54;  -30,180;    0,000;    0,000
 785,60;  -42,950;    0,000;    0,000
 785,66;   57,300;    0,000;    0,000
 785,72;   19,130;    0,000;    0,000
 785,78;  -72,580;    0,000;    0,000
 785,84; -131,660;    0,000;    0,000
 785,90; -125,170;    0,000;    0,000
 785,96;  -47,950;    0,000;    0,000
 786,02;    3,710;    0,000;    0,000
 786,07;  -75,770;    0,000;    0,000
 786,13; -124,280;    0,000;    0,000
 786,19;   -7,290;    0,000;    0,000
 786,25;  -19,330;    0,000;    0,000
 786,31;  -84,520;    0,000;    0,000
 786,37;  -94,020;    0,000;    0,000
 786,43;  -74,610;    0,000;    0,000
 786,49; -139,650;    0,000;    0,000
 786,55;  -38,080;    0,000;    0,000
 786,61; -140,680;    0,000;    0,000
 786,66;  -43,760;    0,000;    0,000
 786,72; -113,760;    0,000;    0,000
 786,78; -193,140;    0,000;    0,000
 786,84;  -67,580;    0,000;    0,000
 786,90;  -88,560;    0,000;    0,000
 786,96;   79,720;    0,000;    0,000
 787,02;  -78,900;    0,000;    0,000
 787,08; -101,300;    0,000;    0,000
 787,14;  -75,670;    0,000;    0,000
 787,20;  -90,470;    0,000;    0,000
 787,25;  -52,400;    0,000;    0,000
 787,31; -139,000;    0,000;    0,000
 787,37;  -46,510;    0,000;    0,000
 787,43;  -86,580;    0,000;    0,000
 787,49;    0,910;    0,000;    0,000
 787,55; -116,570;    0,000;    0,000
 787,61;    9,590;    0,000;    0,000
 787,67; -132,420;    0,000;    0,000
 787,73;  -13,450;    0,000;    0,000
 787,79;  -68,020;    0,000;    0,000
 787,84;  -49,970;    0,000;    0,000
 787,90; -140,060;    0,000;    0,000
 787,96; -154,880;    0,000;    0,000
 788,02; -126,790;    0,000;    0,000
 788,08;   21,710;    0,000;    0,000
 788,14;   -1,610;    0,000;    0,000
 788,20;    5,650;    0,000;    0,000
 788,26;  197,510;    0,000;    0,000
 788,32;  289,990;    0,000;    0,000
 788,37;   -6,850;    0,000;    0,000
 788,43;  -94,380;    0,000;    0,000
 788,49;    2,120;    0,000;    0,000
 788,55; -101,250;    0,000;    0,000
 788,61; -133,900;    0,000;    0,000
 788,67;  -44,590;    0,000;    0,000
 788,73; -137,990;    0,000;    0,000
 788,79;  -95,800;    0,000;    0,000
 788,84;  -87,950;    0,000;    0,000
 788,90;  -14,060;    0,000;    0,000
 788,96;    9,100;    0,000;    0,000
 789,02;    2,950;    0,000;    0,000
 789,08;  -43,640;    0,000;    0,000
 789,14;  -54,740;    0,000;    0,000
 789,20; -148,760;    0,000;    0,000
 789,26;    7,530;    0,000;    0,000
 789,31;  -90,750;    0,000;    0,000
 789,37; -102,980;    0,000;    0,000
 789,43;  -83,120;    0,000;    0,000
 789,49;  -51,990;    0,000;    0,000
 789,55;  -99,490;    0,000;    0,000
 789,61;  -60,110;    0,000;    0,000
 789,67; -189,750;    0,000;    0,000
 789,73;  -80,120;    0,000;    0,000
 789,78; -103,740;    0,000;    0,000
 789,84;  -81,570;    0,000;    0,000
 789,90; -132,410;    0,000;    0,000
 789,96;  -52,840;    0,000;    0,000
 790,02;  -66,790;    0,000;    0,000
 790,08;  -77,170;    0,000;    0,000
 790,14;  -67,950;    0,000;    0,000
 790,19;   31,940;    0,000;    0,000
 790,25; -163,650;    0,000;    0,000
 790,31;  -80,570;    0,000;    0,000
 790,37; -105,770;    0,000;    0,000
 790,43; -132,350;    0,000;    0,000
 790,49;  -29,700;    0,000;    0,000
 790,55;  -87,400;    0,000;    0,000
 790,60; -111,660;    0,000;    0,000
 790,66;  -47,430;    0,000;    0,000
 790,72; -111,700;    0,000;    0,000
 790,78;   -8,310;    0,000;    0,000
 790,84;  -84,180;    0,000;    0,000
 790,90;  -42,720;    0,000;    0,000
 790,96;  -61,090;    0,000;    0,000
 791,01; -142,220;    0,000;    0,000
 791,07;  -67,700;    0,000;    0,000
 791,13;  -14,390;    0,000;    0,000
 791,19; -105,420;    0,000;    0,000
 791,25;  -80,170;    0,000;    0,000
 791,31; -121,370;    0,000;    0,000
 791,37;  -48,150;    0,000;    0,000
 791,42;  -73,480;    0,000;    0,000
 791,48;  -10,080;    0,000;    0,000
 791,54;  -97,670;    0,000;    0,000
 791,60;  -74,370;    0,000;    0,000
 791,66;  -44,120;    0,000;    0,000
 791,72; -111,550;    0,000;    0,000
 791,77; -103,440;    0,000;    0,000
 791,83;  -90,500;    0,000;    0,000
 791,89; -103,920;    0,000;    0,000
 791,95; -176,580;    0,000;    0,000
 792,01;   47,210;    0,000;    0,000
 792,07;  -37,220;    0,000;    0,000
 792,13; -142,660;    0,000;    0,000
 792,18;  -53,870;    0,000;    0,000
 792,24; -103,990;    0,000;    0,000
 792,30;  -68,410;    0,000;    0,000
 792,36; -112,050;    0,000;    0,000
 792,42;  -24,990;    0,000;    0,000
 792,48; -122,590;    0,000;    0,000
 792,53; -108,200;    0,000;    0,000
 792,59; -117,910;    0,000;    0,000
 792,65;  -59,900;    0,000;    0,000
 792,71; -157,900;    0,000;    0,000
 792,77;   52,360;    0,000;    0,000
 792,83;  -41,150;    0,000;    0,000
 792,88;  -92,360;    0,000;    0,000
 792,94; -165,570;    0,000;    0,000
 793,00; -111,450;    0,000;    0,000
 793,06; -118,420;    0,000;    0,000
 793,12; -121,910;    0,000;    0,000
 793,18; -133,720;    0,000;    0,000
 793,23; -115,690;    0,000;    0,000
 793,29;  -23,440;    0,000;    0,000
 793,35;  -82,490;    0,000;    0,000
 793,41; -156,810;    0,000;    0,000
 793,47;    4,770;    0,000;    0,000
 793,52;  -47,380;    0,000;    0,000
 793,58; -141,520;    0,000;    0,000
 793,64;  -34,070;    0,000;    0,000
 793,70;  -97,830;    0,000;    0,000
 793,76;  -68,130;    0,000;    0,000
 793,82;  -14,680;    0,000;    0,000
 793,87; -108,090;    0,000;    0,000
 793,93;  -99,720;    0,000;    0,000
 793,99; -145,230;    0,000;    0,000
 794,05;  -50,920;    0,000;    0,000
 794,11;  -27,200;    0,000;    0,000
 794,16;  -55,650;    0,000;    0,000
 794,22;  -82,500;    0,000;    0,000
 794,28;  -27,090;    0,000;    0,000
 794,34;   50,950;    0,000;    0,000
 794,40;  323,550;    0,000;    0,000
 794,46;  355,160;    0,000;    0,000
 794,51;  146,620;    0,000;    0,000
 794,57;  -94,680;    0,000;    0,000
 794,63;  -75,600;    0,000;    0,000
 794,69; -132,930;    0,000;    0,000
 794,75;  -76,420;    0,000;    0,000
 794,80; -137,880;    0,000;    0,000
 794,86;  -75,240;    0,000;    0,000
 794,92; -126,830;    0,000;    0,000
 794,98;  -54,940;    0,000;    0,000
 795,04; -176,980;    0,000;    0,000
 795,09;  -49,520;    0,000;    0,000
 795,15; -107,930;    0,000;    0,000
 795,21; -206,300;    0,000;    0,000
 795,27; -191,580;    0,000;    0,000
 795,33;  -35,120;    0,000;    0,000
 795,38; -181,310;    0,000;    0,000
