0 	0
18.38	0
19	1.47744
20	1.82415
21	1.86498
22	2.14133
23	2.47116
24	2.80098
25	3.21401
26	3.19853
27	3.11223
28	3.22216
29	3.33208
30	3.44201
31	3.61022
32	3.77842
33	3.76716
34	3.7559
35	3.74464
36	3.73337
37	3.72211
38	3.7474
39	3.77269
40	3.79799
41	3.82328
42	3.84857
43	3.86548
44	3.8824
45	3.89932
46	3.91623
47	3.93315
48	3.93715
49	3.94116
50	3.94516
51	3.94917
52	3.95317
53	3.95405
54	3.95493
55	3.95581
56	3.95669
57	3.95758
58	3.92804
59	3.8985
60	3.86896
61	3.83943
62	3.80989
63	3.79389
64	3.77789
65	3.7619
66	3.7459
67	3.7299
68	3.71068
69	3.69145
70	3.67223
71	3.653
72	3.63378
73	3.60074
74	3.56771
75	3.53468
76	3.50164
77	3.46861
78	3.46364
79	3.45868
80	3.45371
81	3.44874
82	3.44378
83	3.43453
84	3.42529
85	3.41604
86	3.4068
87	3.39756
88	3.36569
89	3.33382
90	3.30196
91	3.27009
92	3.23822
93	3.21086
94	3.18349
95	3.15612
96	3.12875
97	3.10138
98	3.0857
99	3.07003
100	3.05435
101	3.03868
102	3.023
103	3.00613
104	2.98926
105	2.97239
106	2.95552
107	2.93865
108	2.92178
109	2.90491
110	2.88804
111	2.87118
112	2.85431
113	2.84152
114	2.82874
115	2.81595
116	2.80317
117	2.79038
118	2.7776
