0		0
1		0
5		2.83459e-020
10		1.23009e-020
15		3.15703e-021
20		1.18098e-021
25		5.68279e-022
30		3.25538e-022
40		1.50479e-022
50		8.97225e-023
60		5.99959e-023
70		4.24128e-023
80		3.10099e-023
90		2.32536e-023
100		1.78147e-023
125		9.90149e-024
150		6.02644e-024
175		3.93074e-024
200		2.70398e-024
225		1.93928e-024
250		1.43803e-024
275		1.09579e-024
300		8.54121e-025
400		3.72269e-025
500		1.9425e-025
750		5.89228e-026
1000		2.50908e-026
