0	0
1	0
1.53	6.12E-19
2	5.6E-19
2.5	3.69E-19
3	3.89E-19
3.5	4.03E-19
4	4.12E-19
4.5	3.84E-19
5	3.67255E-19
6	3.40868E-19
7	3.24958E-19
8	3.13061E-19
9	3.01754E-19
10	2.90302E-19
11	2.78948E-19
12	2.67975E-19
13	2.5747E-19
14	2.47519E-19
15	2.38248E-19
16	2.29578E-19
17	2.21478E-19
18	2.13985E-19
19	2.06982E-19
20	2.00449E-19
25	1.73557E-19
30	1.53547E-19
40	1.25336E-19
50	1.05786E-19
60	9.1114E-20
70	7.96035E-20
80	7.03377E-20
90	6.27435E-20
100	5.64306E-20
125	4.45895E-20
150	3.64313E-20
175	3.05351E-20
200	2.61111E-20
225	2.2689E-20
250	1.99735E-20
275	1.77744E-20
300	1.59618E-20
400	1.11112E-20
500	8.33153E-21
750	4.86412E-21
1000	3.27328E-21
