0	0
1.43	0
1.52044	3305.32305
1.57925	8889.54391
1.62711	14922.95255
1.66266	16301.14234
1.72147	14187.91799
1.83633	9685.83134
1.91018	9124.34661
2.06471	9828.75473
2.24111	11625.50586
2.33137	13156.82785
2.38743	10655.6686
2.52555	12268.6611
2.61991	11594.87942
2.85922	12452.41974
3.34878	12564.71669
3.80552	12768.89295
4.3	12852
4.8	13132
5.3	13440
6.3	13944
7.3	14364
8.3	14616
9.3	14700
10.3	14700
11.3	14616
12.3	14476
13.3	14280
14.3	13972
15.3	13664
16.3	13384
17.3	13048
18.3	12740
30	9555
40	7430
60	5300
105	2760
