0	0
0.1	0
0.581	58.52526
0.677	52.6948
1.173	36.62402
1.423	32.18546
1.673	28.77351
1.923	26.01551
2.173	23.70742
2.423	21.72552
2.673	19.99043
2.923	18.44874
3.423	15.81257
3.923	13.63703
4.423	11.82148
4.923	10.29946
5.423	9.02052
5.923	7.94342
6.423	7.03399
7.423	5.6091
7.923	5.05046
8.423	4.57175
9.423	3.8033
11.423	2.77644
12.873	2.29118
17.873	1.36458
22.873	0.90848
27.873	0.63425
32.873	0.45508
37.873	0.33314
42.873	0.24797
47.873	0.18726
52.873	0.14326
67.873	0.06874
87.873	0.0299
105	0.1
